CDSEXE,MTREV,NBENF,CDSITFAM,CDTMT,CDMOTDEM,CDCATCL,AGEAD
4,0,0,C,2,,10,30
2,2877,2,B,0,,10,37
4,0,1,B,0,,10,29
2,0,0,M,2,,10,31
3,0,0,V,2,,10,59
2,3304,1,D,0,,10,29
2,0,0,A,0,,10,24
2,0,0,A,0,,10,28
3,0,0,A,0,DC,10,42
3,0,0,V,2,,10,49
4,0,0,C,0,DC,21,55
3,0,0,A,0,,10,44
3,0,0,A,0,,10,39
3,0,0,M,2,,10,12
3,0,0,A,0,DC,21,53
3,0,0,A,0,DV,21,32
4,0,0,C,0,,21,11
3,0,0,A,0,,10,31
3,0,0,V,2,,10,44
2,0,0,A,0,DC,21,43
3,0,0,B,0,,10,38
2,3281,2,D,2,,10,32
2,0,0,A,0,DC,21,58
2,0,0,A,0,,10,37
3,0,0,A,0,,10,29
2,0,0,A,0,DC,21,66
3,2700,0,M,2,,10,48
2,0,0,M,2,,10,42
2,0,0,A,0,,21,47
2,0,0,A,0,DC,10,52
4,0,0,C,2,,10,35
3,0,0,M,0,,10,32
3,0,0,A,0,DC,10,60
2,0,0,A,0,,10,55
3,0,0,M,2,,10,43
3,0,0,M,2,,10,37
3,2135,0,M,0,,10,36
2,2750,2,M,2,,10,32
2,0,0,A,0,,10,65
2,0,0,M,2,,10,34
2,0,0,M,2,,10,40
3,0,0,V,0,,10,43
2,0,0,C,2,,10,33
2,2865,2,V,2,,10,33
3,0,0,M,2,,10,53
2,0,1,M,2,,10,38
2,0,0,M,2,DC,21,50
3,1407,0,D,2,,10,40
4,0,0,C,2,,10,22
3,0,0,M,2,,10,45
3,1304,1,A,2,,10,30
3,0,0,M,0,DC,21,33
2,0,0,M,2,,10,44
2,0,0,A,0,,10,35
2,0,0,A,0,DC,10,29
3,0,0,D,2,,10,29
3,1581,3,M,2,,10,29
2,0,0,A,0,,10,40
2,0,0,A,0,DV,21,37
2,0,0,A,0,,10,32
2,0,0,M,2,,10,25
3,0,0,A,0,,10,37
2,2100,0,M,2,,10,36
3,0,0,S,2,,10,24
2,0,0,A,0,,10,32
3,0,0,M,0,DV,21,34
3,0,0,M,2,,10,44
2,3035,0,M,2,,10,40
2,2735,0,B,2,,10,38
2,1970,2,M,2,,10,31
2,3075,1,U,2,,10,29
2,0,2,M,2,,10,30
3,1537,0,G,2,,10,26
2,0,0,M,2,,10,43
3,0,0,A,0,,10,50
2,2840,0,M,2,,10,44
2,0,0,A,0,,10,41
3,0,0,M,2,,10,31
2,0,0,M,0,,10,31
3,0,0,M,2,,10,34
2,3615,2,M,2,,10,36
3,4276,1,D,2,,10,31
3,0,0,A,0,,10,43
2,0,0,A,0,DC,10,49
2,0,0,M,2,,10,29
2,0,0,A,0,,10,48
3,0,0,V,2,,10,52
2,0,0,A,0,,10,51
2,0,0,V,2,,10,49
2,0,0,A,0,,10,36
2,0,0,C,2,,10,28
4,0,0,C,0,,10,47
2,0,0,A,0,,10,26
2,1867,1,M,0,,10,27
3,0,0,A,0,DC,21,25
3,0,0,M,2,,10,31
2,0,2,C,2,,10,20
3,0,0,A,0,,10,34
2,0,0,A,0,,10,47
2,0,0,A,0,DV,10,41
2,0,0,A,0,DV,21,48
2,0,0,A,0,DC,10,37
2,0,2,M,0,,10,25
3,0,0,A,0,,10,50
2,0,0,D,2,,10,36
3,1820,0,D,2,,10,27
2,2775,0,M,2,,10,27
3,0,0,A,0,,10,33
2,3275,2,M,2,,10,31
3,0,0,A,0,,10,35
2,0,0,C,2,,10,24
3,0,0,A,2,DC,10,45
3,0,0,S,2,,10,35
3,0,0,M,2,,21,46
4,0,0,C,2,,10,37
2,0,0,M,2,,10,31
3,2300,2,M,2,,10,23
3,2187,0,M,2,,10,30
3,0,0,M,2,,10,22
3,1804,0,M,2,,10,47
2,2340,0,D,2,,10,31
3,0,0,V,2,,10,37
3,0,0,M,2,DC,10,40
3,1981,0,M,2,,10,34
2,0,0,A,0,,10,32
3,0,0,M,2,,10,32
2,0,0,A,0,,10,59
3,2000,2,M,2,,10,26
3,0,0,M,2,,10,29
2,3028,0,M,2,,10,29
3,2000,0,G,2,,10,35
3,0,0,A,0,,10,33
2,0,0,M,2,,10,42
3,0,0,M,2,,10,44
2,3964,1,M,2,,10,30
2,0,0,A,0,DV,10,34
3,2009,1,B,2,,10,27
2,0,0,A,0,,10,31
3,0,0,A,0,,10,24
2,0,0,A,0,,10,34
2,2400,2,M,2,,10,37
2,0,0,A,0,,10,35
2,0,0,C,0,DV,21,36
2,0,2,M,2,,10,31
2,0,0,A,0,DV,21,35
3,0,0,A,0,DV,21,41
4,0,1,C,2,,10,40
3,0,0,A,0,,10,47
2,0,0,M,2,DC,21,33
3,0,0,M,2,,10,33
3,0,0,A,0,DV,21,27
3,0,0,A,0,,10,66
3,0,0,A,0,,10,44
2,0,0,M,2,,10,56
4,0,0,C,0,,10,24
3,0,0,M,2,,10,28
3,1140,2,M,2,,10,27
3,0,0,M,2,,10,32
2,0,0,A,2,DC,10,32
3,0,0,A,0,,10,44
2,2866,0,C,2,,10,33
3,2426,0,M,2,,10,38
3,0,0,A,0,,10,32
2,2190,0,M,2,,10,44
4,2176,0,U,2,,10,28
3,0,1,M,2,,10,26
3,0,0,V,2,,10,34
3,2715,0,D,2,,10,35
3,0,1,M,0,,10,36
3,7000,0,D,2,,10,41
3,1905,2,M,2,,10,27
2,0,0,A,2,DV,10,25
4,0,0,C,0,,10,24
3,0,0,C,2,,10,20
3,1800,0,D,2,,10,53
2,0,0,M,2,,10,23
3,1524,0,C,0,DV,21,53
3,0,1,M,2,,10,30
2,2720,1,M,2,,10,32
3,1100,0,M,2,,10,38
3,0,0,M,2,,10,36
3,0,0,M,2,,10,46
2,0,0,M,2,,10,34
2,0,0,A,0,,10,43
3,0,0,A,0,,10,35
2,0,0,M,2,,10,42
2,0,0,M,6,,10,62
2,2094,1,M,2,,10,33
3,0,0,A,0,,10,46
2,0,0,M,2,,10,60
3,0,0,M,2,,10,28
3,600,0,M,2,,10,38
3,0,0,A,0,,10,46
2,0,1,M,2,,10,26
3,0,0,M,2,,10,36
2,0,0,D,2,,10,45
2,0,0,M,0,DC,21,54
2,0,0,M,2,,10,46
3,2380,2,D,2,,10,23
2,0,0,C,2,,10,36
2,2200,0,M,2,,10,38
2,0,0,A,0,DC,10,28
3,0,0,A,0,,10,29
3,2153,0,G,2,,10,36
4,0,0,C,0,,10,21
3,0,0,M,2,,10,22
3,0,0,A,0,,10,31
2,0,0,A,0,,10,38
3,0,0,M,2,,10,24
2,0,0,M,2,,10,27
3,1472,0,G,2,,10,43
2,0,0,A,0,,10,32
3,0,0,M,2,,10,42
2,0,1,C,2,,10,19
3,0,0,A,0,,10,26
3,0,0,M,2,,10,37
2,0,0,A,0,,10,42
3,0,0,A,0,,10,49
2,0,0,A,0,DC,21,54
3,1700,0,M,2,,10,35
2,0,0,A,0,,10,32
3,2232,2,M,2,,10,23
2,0,0,M,2,,10,28
3,0,0,D,2,,10,27
2,0,0,A,0,,10,22
3,2220,1,D,2,,10,27
4,0,0,C,0,,10,25
2,0,0,M,2,,10,36
3,0,0,A,0,,10,31
2,0,0,M,2,,10,49
2,0,0,M,0,DV,21,38
2,2267,0,M,2,,10,41
2,0,0,A,0,,10,39
3,2574,0,V,2,,10,24
2,0,0,M,2,,10,36
4,0,0,C,0,,10,25
2,0,0,M,2,,10,25
2,0,0,M,2,,10,38
2,0,0,V,2,,10,32
3,0,0,A,0,,21,28
2,0,0,M,2,,10,24
3,0,0,M,2,,10,32
2,0,0,A,0,,10,22
2,1930,0,M,0,,10,40
3,0,0,A,0,,10,40
2,0,0,M,2,,10,27
3,0,0,A,0,,10,30
3,2028,0,M,2,,10,39
2,0,0,M,2,,10,36
3,3334,1,M,2,,10,27
3,0,0,M,2,,10,22
2,0,0,C,2,,10,33
3,0,0,M,2,,10,36
2,0,0,A,0,,10,32
2,1475,2,M,2,,10,21
3,0,0,A,0,,10,47
4,0,0,C,2,,10,42
2,0,0,A,0,,10,56
3,0,0,M,2,,10,39
2,2228,1,D,2,,10,21
2,1700,0,G,2,,10,36
2,0,0,C,2,,10,39
2,2310,0,M,2,,10,28
2,0,0,A,0,,10,21
3,0,0,M,2,,10,22
2,0,0,C,0,,10,25
3,0,0,A,0,DC,10,37
2,0,0,A,0,,10,39
2,0,0,A,0,DC,10,40
2,0,0,A,0,,10,41
3,3568,0,D,2,,10,35
3,2000,0,M,2,,10,27
2,0,0,M,0,DV,21,35
2,0,0,A,0,DC,21,55
3,3521,2,V,2,,10,27
3,0,0,A,0,DV,21,48
2,0,0,A,0,,10,28
3,0,0,M,2,,10,36
2,1350,0,M,2,,10,29
3,0,0,A,0,,10,55
4,0,0,C,0,,10,29
2,3107,0,M,2,,10,29
2,0,2,M,2,,10,24
3,0,0,D,0,,10,21
3,1954,0,M,2,,10,38
2,0,0,M,2,,10,45
3,0,0,D,2,,10,40
2,0,0,A,0,,10,39
2,0,0,A,0,,10,43
3,0,0,A,0,,10,41
2,0,0,M,2,,10,29
3,0,0,A,0,DV,21,33
3,0,0,A,0,,10,32
2,3015,1,M,2,,10,33
2,0,0,D,2,,10,41
3,1320,0,M,2,,10,32
2,0,0,M,2,,10,42
2,0,0,A,0,DC,10,38
2,1920,1,E,2,,10,37
2,0,2,M,2,,10,23
3,0,0,M,2,,10,31
2,2890,1,M,2,,10,36
3,600,2,M,2,,10,33
2,2952,1,E,2,,10,29
2,0,0,D,2,,10,52
2,2725,3,G,2,,10,26
4,0,0,C,2,,10,18
2,0,0,M,2,,10,31
3,0,0,A,0,,10,33
2,1492,2,E,2,,10,26
3,0,0,A,0,,10,38
2,2161,0,C,2,,10,40
3,1750,0,M,2,,10,32
2,0,0,A,0,,10,33
3,2000,2,M,2,,10,26
2,0,0,M,2,,10,49
3,0,0,A,0,,10,36
3,0,0,D,2,,10,67
3,0,0,A,0,DC,21,37
2,0,0,M,2,,10,36
3,0,0,M,2,,10,28
2,0,0,M,0,,10,42
3,2300,0,D,2,,10,38
3,0,0,M,2,,10,33
3,0,0,A,0,,10,32
2,0,0,M,2,,10,22
2,0,0,M,2,,10,43
2,0,0,M,2,,10,21
3,1299,0,M,2,,10,24
2,4100,1,M,0,,10,28
3,0,0,A,0,,10,29
3,0,0,A,0,DC,21,44
3,1026,0,V,2,,10,38
4,0,0,C,0,,10,26
2,0,0,M,2,,10,31
3,2000,0,V,2,,10,42
2,0,0,A,0,,10,27
3,2500,0,M,2,,10,31
3,0,0,V,0,,10,27
2,2576,0,M,2,,10,39
4,0,0,C,0,,10,29
3,0,0,M,2,,10,56
3,0,0,V,2,,10,29
2,5036,0,M,2,,10,40
3,0,0,M,2,,10,34
3,1870,1,M,2,,10,39
3,0,0,A,2,DV,10,45
3,1786,0,C,2,,10,34
2,0,0,A,0,,10,34
4,0,0,C,0,,10,31
3,0,0,M,2,,10,33
2,0,0,A,0,,10,30
3,0,0,M,2,,10,23
2,0,2,M,2,,10,28
4,0,0,C,0,DC,10,29
2,1966,0,M,2,,10,27
2,0,0,A,0,,10,35
3,0,0,M,2,,10,31
2,0,0,A,0,DC,10,45
2,0,2,M,2,,10,32
2,1800,0,M,2,,10,45
2,0,0,M,2,,10,37
3,0,0,A,0,,10,45
2,0,0,A,0,DC,21,29
3,2039,0,G,2,,10,40
3,0,0,A,0,,10,26
2,0,0,M,2,,10,45
3,0,0,M,2,,10,26
2,0,0,A,0,,10,22
3,0,0,A,0,DC,10,59
4,2968,1,C,2,,10,31
2,0,0,M,2,,10,33
3,2360,0,D,2,,10,29
2,0,0,A,0,,10,38
2,0,0,C,2,,10,24
3,0,3,D,2,,10,25
3,0,0,A,0,,10,31
2,0,0,M,2,,10,59
3,2854,0,D,2,,10,43
3,2123,0,G,2,,10,32
3,0,0,C,2,,10,22
3,0,0,M,2,,10,32
3,1578,0,M,2,,10,33
4,0,0,C,0,,10,20
3,1526,1,M,2,,10,25
2,1758,0,C,0,,10,23
4,0,0,C,0,,10,23
3,0,0,B,2,,10,31
2,0,0,A,0,DC,10,32
3,0,0,A,0,,10,48
2,1820,0,M,2,,10,42
2,0,0,M,0,,10,35
2,0,0,M,0,,10,41
2,0,0,A,0,,10,56
3,2400,1,M,2,,10,37
3,0,0,M,2,,10,44
2,2164,0,C,2,,10,34
3,0,0,M,2,,10,53
3,3200,0,M,2,,10,34
2,2284,0,E,2,,10,36
3,0,0,U,2,,10,29
2,0,0,A,0,,10,30
3,0,0,M,0,DV,21,47
2,2350,0,M,2,,10,36
3,0,0,M,2,,10,40
3,0,0,A,0,,10,37
3,1750,0,M,0,,10,31
3,0,0,M,0,,10,25
2,2050,1,M,2,,10,24
3,0,0,A,0,,10,61
2,0,0,M,2,,10,30
2,2000,1,M,2,,10,31
3,0,0,M,2,,10,29
3,0,0,A,0,,10,26
2,0,0,C,2,,10,40
3,0,0,A,0,,10,25
3,0,0,V,2,,10,48
2,0,1,M,2,,10,33
3,1676,2,D,2,,10,25
2,0,0,A,0,,10,29
3,0,0,A,0,,10,43
3,0,0,A,0,,10,28
3,0,0,M,2,,10,28
2,0,0,M,2,,10,38
3,0,0,A,0,,10,30
3,0,0,D,2,,10,31
3,3025,0,A,0,,10,31
2,0,0,A,0,,10,45
2,0,0,M,6,,10,27
3,0,0,M,2,,10,21
3,0,0,A,0,,10,33
3,0,0,A,0,,10,25
4,0,0,C,0,DV,21,25
2,0,0,A,0,,10,24
2,1950,2,G,2,,10,24
2,2561,0,M,2,,10,34
3,0,0,M,2,,10,62
3,1700,0,D,2,,10,39
2,0,0,M,2,,10,52
3,0,0,A,0,,10,39
3,0,0,S,2,,21,26
3,0,2,D,2,,10,27
2,0,0,S,2,,10,35
2,0,0,M,2,,10,33
2,1280,1,M,2,,10,23
2,0,0,A,0,DC,21,28
3,2300,2,B,2,,10,25
3,1963,0,M,2,,10,32
3,0,0,A,0,DV,21,31
2,0,0,A,0,,10,36
3,0,1,M,2,,10,37
3,0,0,M,2,,10,35
2,0,0,M,2,,10,22
2,0,0,A,0,DV,21,24
3,1810,0,M,2,,10,35
3,0,0,A,0,,10,44
4,0,0,C,0,,10,28
2,0,0,M,2,,10,38
2,0,0,A,2,DC,21,34
3,0,0,A,0,,10,29
3,1733,0,M,2,,10,52
3,1534,3,M,2,,10,25
4,0,0,C,2,,10,35
2,0,0,A,0,,21,50
3,0,0,M,2,,10,34
2,0,0,M,2,,10,41
3,0,0,A,0,,10,24
2,0,0,A,0,,10,55
3,0,0,S,2,,10,29
4,0,0,C,2,,10,36
2,0,0,S,0,,10,37
3,0,0,M,2,,10,37
2,0,0,M,2,,10,26
2,0,0,A,0,,21,29
2,0,0,A,0,DV,21,30
2,1668,2,M,2,,10,34
2,2173,1,F,2,,10,26
2,2016,0,D,2,,10,21
3,0,0,D,2,,10,29
2,0,0,C,2,,10,36
2,0,0,A,0,DV,21,49
3,0,0,M,2,,10,30
3,2400,1,M,2,,10,33
3,0,0,D,2,,10,30
4,2326,0,C,2,,10,49
2,0,0,M,2,,10,60
3,876,0,G,2,,10,31
3,0,0,A,0,,10,47
3,2149,0,V,0,,10,39
2,0,0,A,0,,10,25
3,0,0,A,0,,10,30
3,844,0,M,2,,10,31
3,0,0,M,2,,10,56
3,0,0,M,2,,10,38
3,2334,2,M,2,,10,34
3,0,0,A,0,DV,21,39
3,8449,0,M,0,,10,31
2,2282,3,M,2,,10,36
2,0,0,A,0,,10,47
2,0,0,C,2,,10,25
4,0,0,C,0,,10,40
2,0,0,M,2,,10,51
2,2500,0,D,2,,10,35
3,0,0,A,0,,21,35
2,0,0,M,2,,10,34
2,2200,0,M,2,,10,38
2,0,0,M,2,,21,32
2,0,0,C,2,,21,21
4,0,0,C,0,,21,31
3,0,0,V,2,,21,60
2,2400,1,G,2,,10,34
2,0,0,A,0,DC,10,30
3,0,0,B,2,,10,36
3,2218,2,U,2,,10,30
3,0,0,M,2,,10,47
3,0,0,A,2,DV,10,26
2,0,0,A,0,DC,21,66
4,0,1,C,2,,10,30
3,0,0,A,0,,10,39
2,0,0,A,0,,10,43
3,2300,1,B,0,,10,2
3,0,0,A,0,,21,33
3,895,0,M,2,,10,31
3,0,0,A,0,,10,27
2,1793,0,G,2,,10,31
3,0,0,A,0,,10,35
3,0,0,D,0,,10,30
2,0,0,A,0,,21,55
3,0,0,A,0,,10,46
3,0,0,M,0,DC,21,50
3,0,0,M,2,,10,34
3,0,0,M,2,,10,29
3,0,0,A,0,,10,52
3,1496,0,M,2,,10,35
2,0,0,A,0,,10,18
3,0,0,A,0,DV,21,35
2,0,0,A,0,,10,33
2,0,0,A,0,DV,10,29
2,0,0,A,0,,10,27
3,0,0,A,0,,10,37
2,0,0,M,2,,10,46
3,0,0,M,2,,10,51
2,0,0,A,0,DC,21,36
3,250,0,M,2,,10,41
3,0,0,M,2,,10,29
3,0,0,S,2,,10,28
3,0,0,M,2,,10,40
3,0,0,A,0,,10,42
2,0,0,M,2,,10,34
2,0,0,A,0,,10,41
3,0,0,M,2,,10,42
3,2800,1,M,2,,10,27
2,2248,0,M,2,,10,24
3,0,2,M,2,,10,25
2,0,0,A,0,,10,36
2,2047,1,M,2,,10,32
3,0,0,V,2,,10,45
3,0,0,A,0,DV,21,35
3,0,0,M,2,,10,30
2,2445,1,U,2,,10,27
4,0,0,C,0,,10,28
3,2962,0,G,2,,10,30
3,0,0,M,2,,10,29
2,0,0,A,0,DC,10,35
2,2445,2,V,2,,10,27
2,3217,1,M,2,,10,28
2,0,0,A,0,,10,25
2,3500,0,M,2,,10,35
2,3000,0,M,2,,10,32
2,2210,0,D,2,,10,35
2,0,0,A,0,,10,39
3,0,0,V,2,,10,44
2,0,0,V,2,,10,25
2,0,0,A,0,DV,21,23
4,0,0,C,2,,10,43
3,3200,0,S,2,,10,29
2,0,0,V,0,DC,21,45
4,1700,0,D,2,,10,31
2,0,0,A,0,,10,24
3,1886,1,M,0,,10,32
3,0,0,A,0,,10,27
2,4392,1,E,2,,10,37
2,0,0,M,2,,10,41
2,2624,0,M,2,,10,44
3,0,0,D,2,,10,45
2,0,0,A,0,,10,24
2,0,0,A,2,DV,10,59
3,0,0,D,2,,10,31
3,1085,3,M,2,,10,28
4,0,0,C,2,,10,23
2,4741,1,M,2,,10,23
3,0,0,A,2,DC,10,58
2,0,0,A,2,DC,10,40
3,0,0,A,0,,10,34
3,3454,1,V,2,,10,26
3,0,0,A,0,DC,10,42
3,1189,0,M,2,,10,32
2,0,0,M,2,,10,31
2,2884,2,M,2,,10,27
3,0,0,D,0,,10,41
3,0,1,D,2,,10,37
3,0,0,M,2,,10,37
2,0,2,M,2,,10,26
3,4755,3,E,2,,10,23
2,3209,0,M,2,,10,40
3,0,0,M,2,,10,31
2,2710,2,M,2,,10,23
4,0,0,C,2,,10,27
2,3196,0,M,2,,10,23
2,0,0,A,0,DV,21,29
3,3130,2,S,2,,10,23
3,0,2,M,2,,10,30
2,0,3,M,2,,10,32
2,0,0,A,0,,10,26
3,0,0,B,2,,10,32
2,0,0,M,2,,10,27
3,0,0,A,0,,10,29
2,2816,1,M,2,,10,26
3,0,0,A,0,,10,23
2,0,1,M,0,,10,29
2,0,0,A,0,,10,25
2,0,0,A,0,,10,29
2,0,0,M,2,,10,38
3,0,0,A,0,,10,40
2,0,0,M,2,,10,31
2,0,0,A,0,,10,32
3,1998,0,V,2,,10,23
2,0,0,A,0,,10,43
3,0,0,A,0,,10,22
3,3055,1,M,2,,10,27
2,0,0,M,2,,10,42
3,1800,2,E,2,,10,31
3,0,0,M,2,,10,31
2,2000,2,M,2,,10,23
3,2272,0,C,2,,10,46
3,0,0,D,2,,10,34
2,0,0,A,0,,10,30
2,0,0,M,0,,10,48
2,0,0,M,2,,10,36
2,2100,2,M,2,,10,23
3,0,0,A,0,,10,25
2,2220,2,M,2,,10,24
3,0,0,M,2,,10,24
2,0,0,A,0,,10,48
3,0,0,A,0,,10,25
3,0,1,M,2,,10,35
2,3698,0,U,0,,10,30
3,2389,2,M,2,,10,31
3,0,0,M,2,,10,37
3,0,0,A,0,,10,27
2,1664,2,M,2,,10,40
2,0,0,A,0,,10,23
2,0,0,A,2,DC,10,28
2,4293,0,M,2,,10,26
2,0,0,C,2,,10,37
2,3500,2,M,2,,10,21
2,0,3,M,2,,10,26
3,0,0,M,2,,10,38
2,2700,2,G,2,,10,33
4,1749,1,U,2,,10,22
3,0,0,A,0,DC,10,51
2,0,0,A,0,,10,36
2,0,0,A,0,,10,41
3,0,0,A,0,,10,27
3,0,0,A,0,DC,21,27
3,2233,0,M,2,,10,23
4,0,0,C,2,,10,49
2,0,0,A,0,,10,28
3,1551,2,M,2,,10,1
2,0,0,A,0,,10,34
3,2200,1,M,2,,10,19
2,1706,0,M,2,,10,29
2,2459,0,G,2,,10,35
2,0,0,C,2,,10,33
2,0,0,A,0,,10,34
2,3048,0,S,2,,10,28
2,0,0,M,2,,10,38
2,0,0,A,0,,10,24
4,0,0,C,0,,10,25
3,0,0,A,0,DV,21,36
2,2440,0,M,2,,10,29
3,0,0,A,0,,10,34
2,0,0,M,2,,10,35
3,0,0,A,0,,10,33
2,1750,0,M,2,,10,33
2,1524,0,M,2,,10,38
2,0,0,C,2,,10,19
4,0,0,C,0,,10,61
2,1865,0,M,2,,10,36
2,2652,1,M,2,,10,19
3,0,0,D,2,,10,20
2,0,0,M,2,,10,34
2,0,0,A,0,DC,10,39
2,0,0,M,2,,10,38
3,1981,1,A,0,,10,34
2,3285,2,M,2,,10,27
3,1587,1,M,2,,10,25
2,0,0,M,0,,10,29
3,2898,0,D,2,,10,38
3,0,0,M,2,,10,42
3,0,0,M,0,DV,21,48
2,2050,0,E,2,,10,30
2,3700,4,M,2,,10,24
2,0,0,A,0,,10,44
3,2200,0,M,2,,10,35
3,0,0,A,0,,10,32
3,2208,1,A,0,,10,18
3,0,0,M,2,,10,34
2,0,0,M,2,,10,36
2,3300,0,M,2,,10,29
2,0,0,M,0,DV,21,44
3,0,0,A,0,DC,21,44
3,0,0,M,2,,10,48
4,0,0,C,0,,10,21
2,0,1,M,2,,10,42
3,0,0,M,2,,10,39
3,2019,2,D,2,,10,21
3,0,0,A,0,,10,45
3,1865,0,D,2,,10,40
2,1832,0,D,2,,10,41
3,0,0,M,0,,10,41
3,0,0,A,0,,10,25
3,0,0,A,0,,10,32
2,0,0,M,0,DC,21,58
2,0,0,A,0,DC,10,40
2,2180,0,G,2,,10,36
3,2134,0,M,2,,10,25
3,0,0,A,0,,10,40
2,0,2,M,2,,10,28
4,0,0,C,0,,10,27
3,0,0,A,0,,10,30
4,3209,1,D,0,,10,21
3,3287,0,M,2,,10,30
4,0,0,C,2,,10,35
3,0,0,D,2,,10,34
3,0,0,D,2,,10,35
2,0,0,M,2,,10,23
2,0,0,A,0,,10,26
2,0,0,A,0,DV,21,25
3,0,0,D,2,,10,28
2,0,0,M,2,,10,54
2,0,0,M,2,,10,44
2,0,0,M,2,,10,37
3,0,0,D,0,DV,21,31
4,0,0,C,0,,10,22
2,0,2,M,2,,10,30
3,3280,1,G,2,,10,32
2,4064,1,B,2,,10,33
3,1620,1,M,2,,10,18
3,0,1,M,2,,10,24
3,0,0,M,2,,10,23
3,4000,2,M,2,,10,23
3,1800,1,M,2,,10,22
3,0,0,M,2,,10,19
2,2700,2,E,2,,10,18
2,2368,1,G,0,,10,30
3,0,0,A,0,,10,37
3,0,0,A,0,DC,21,48
3,0,0,M,0,DC,21,54
3,0,0,A,0,DV,10,59
2,0,0,A,0,,10,35
2,0,0,A,0,,10,38
3,0,0,A,0,,10,41
3,2924,3,D,2,,10,29
3,0,0,S,2,,10,36
2,0,0,A,0,,10,48
2,0,1,M,2,,10,28
2,0,3,M,2,,10,27
2,0,0,A,0,,10,30
3,2400,0,M,2,,10,38
2,0,0,A,0,,10,31
3,0,0,M,2,,10,43
3,650,3,M,2,,10,23
2,1990,0,M,0,,10,36
3,1402,0,M,2,,10,43
3,2390,3,M,2,,10,20
2,0,0,A,0,,10,22
2,0,0,A,0,,10,36
2,2070,2,M,2,,10,28
2,0,0,A,0,,10,35
2,0,0,A,0,,10,29
3,0,0,M,2,,10,34
2,0,0,M,2,,10,35
2,0,0,M,2,,10,52
2,2530,2,M,2,,10,34
3,0,0,S,2,,10,40
3,0,0,S,2,,10,37
3,0,0,M,2,,10,26
2,0,0,A,0,DC,21,57
2,0,0,C,2,,10,41
3,1780,0,M,2,,10,35
3,0,0,M,2,,10,28
2,1781,0,M,2,,10,28
2,2515,0,C,0,,10,21
3,1105,0,M,2,,10,37
4,0,0,C,2,,10,35
2,0,0,M,0,,10,41
2,0,0,A,0,DC,21,37
3,0,0,M,2,,10,45
3,0,0,M,2,,10,27
2,0,0,A,0,,10,41
2,0,0,A,0,,10,40
3,1700,0,D,2,,10,33
3,2423,0,B,2,,10,38
3,0,0,A,0,,10,31
3,2596,0,U,2,,10,38
3,2591,1,M,2,,10,29
2,0,0,A,0,,10,31
2,2108,0,M,2,,10,33
2,0,0,V,2,,10,44
3,3881,2,D,2,,10,28
2,0,2,A,0,,10,65
2,2225,0,M,2,,10,34
3,0,0,D,2,,10,40
2,3442,1,U,2,,10,29
2,0,0,M,2,DC,10,37
3,0,0,M,2,,10,44
3,0,0,M,2,,10,53
2,2200,2,G,2,,10,25
3,0,0,M,2,,10,40
3,0,0,M,2,,10,34
3,3662,1,M,2,,10,24
2,2690,0,M,0,,10,42
3,0,0,S,0,DV,21,34
3,1650,0,M,2,,10,45
3,0,0,A,0,,10,39
2,2065,0,D,2,,10,24
2,1987,0,F,2,,10,41
3,0,0,M,2,,10,28
2,0,0,M,2,,10,54
2,0,0,M,2,,10,52
2,0,0,A,0,,10,23
3,0,0,C,2,,10,34
3,0,1,D,2,,10,48
3,0,0,M,2,,10,49
3,0,0,M,2,,10,35
2,0,0,M,2,DV,21,46
2,0,0,M,2,,10,30
3,0,0,M,2,,10,32
2,3000,1,M,2,,10,32
2,2100,0,M,2,,10,24
2,0,0,M,2,,10,40
3,0,0,M,6,,10,33
2,0,0,M,2,,10,32
3,0,0,M,0,,10,62
3,0,0,C,2,,10,30
2,0,1,M,2,,10,20
2,2000,1,M,2,,10,36
3,1329,0,M,2,DC,10,29
3,1800,0,D,2,,10,32
3,0,0,M,2,,10,34
3,0,0,M,2,,10,46
2,0,1,A,2,,10,26
2,0,0,M,0,,10,42
2,0,0,M,2,,10,51
3,0,0,M,0,,10,23
2,0,0,D,2,DC,10,67
2,2600,2,M,2,,10,34
3,0,0,M,0,DC,10,26
3,2604,1,M,2,,10,24
2,5726,1,M,2,,10,23
3,0,0,M,2,,10,27
2,1600,1,U,2,,10,34
2,0,0,A,0,,21,25
3,0,0,M,2,,10,26
3,0,0,D,0,,10,48
3,0,0,D,2,,21,44
2,0,0,M,2,,10,34
2,0,0,A,0,,21,57
2,0,0,A,0,,21,53
3,0,0,M,2,,21,45
2,0,0,M,0,,10,49
3,0,0,M,0,,21,28
2,0,0,A,0,,21,62
3,2413,0,D,2,,10,31
2,0,0,D,2,,10,25
2,1675,0,M,0,,10,34
2,0,0,A,0,,10,57
2,0,0,M,2,,10,34
3,1952,0,M,2,,10,23
3,0,0,A,0,,10,31
2,0,2,M,2,,10,25
3,2702,0,M,0,DC,21,23
3,0,0,M,2,,10,37
2,0,0,A,0,DV,21,31
2,0,0,M,2,,10,36
3,0,0,A,0,,10,31
2,0,0,A,2,DV,21,39
3,0,1,M,0,,10,26
3,0,0,A,0,,10,25
3,0,0,D,2,,10,34
4,0,0,C,0,,21,3
2,0,0,A,0,,21,18
3,0,0,A,0,DV,21,48
2,0,0,A,0,DV,21,36
2,2072,1,M,2,,10,29
2,0,0,M,2,,10,28
2,3427,1,V,2,,10,29
2,4184,3,M,2,,10,36
